1,BINH_THUONG,BINH_THUONG,2024-06-20,1
2,BINH_THUONG,BINH_THUONG,2024-06-20,2
3,BINH_THUONG,THUONG_KHAN,2024-06-20,3
4,MAT,KHAN,2024-06-19,1
5,MAT,KHAN,2024-06-18,1
6,MAT,KHAN,2024-06-17,1
7,MAT,KHAN,2024-06-16,1
8,MAT,KHAN,2024-06-15,1
9,MAT,KHAN,2024-06-14,1
10,MAT,KHAN,2024-06-14,1
11,MAT,KHAN,2024-06-15,1
12,MAT,KHAN,2024-06-15,1
13,MAT,KHAN,2024-06-20,1
14,MAT,KHAN,2024-06-20,1
15,MAT,KHAN,2024-06-17,1
16,MAT,KHAN,2024-06-17,2
17,MAT,KHAN,2024-06-17,2
18,MAT,KHAN,2024-06-18,3
19,MAT,KHAN,2024-06-18,3
20,MAT,KHAN,2024-06-10,3
21,MAT,KHAN,2024-06-11,3
22,MAT,KHAN,2024-06-09,3
23,BINH_THUONG,KHAN,2024-06-20,1
24,MAT,KHAN,2024-06-20,1
25,BINH_THUONG,HOA_TOC,2024-06-20,1
26,BINH_THUONG,KHAN,2024-06-20,1
27,MAT,KHAN,2024-01-10,1
28,MAT,KHAN,2024-02-10,1
29,MAT,KHAN,2024-03-10,1
30,MAT,KHAN,2024-04-10,1
31,MAT,KHAN,2024-05-10,1
32,MAT,KHAN,2024-05-10,1
33,MAT,KHAN,2024-05-10,1
34,MAT,KHAN,2024-03-10,1
35,MAT,KHAN,2024-03-10,1
36,MAT,KHAN,2024-03-10,1
37,MAT,KHAN,2024-03-10,1
38,MAT,KHAN,2023-10-15,2
39,MAT,KHAN,2024-01-30,3
40,MAT,KHAN,2024-05-13,1
41,MAT,KHAN,2024-04-27,2
42,MAT,KHAN,2023-12-16,1
43,MAT,KHAN,2024-06-19,3
44,MAT,KHAN,2023-11-22,1
45,MAT,KHAN,2024-05-25,2
46,MAT,KHAN,2024-02-22,3
47,MAT,KHAN,2023-12-10,1
48,MAT,KHAN,2023-12-27,1
49,MAT,KHAN,2024-03-22,2
50,MAT,KHAN,2023-10-28,3
51,MAT,KHAN,2024-02-22,3
52,MAT,KHAN,2023-10-01,1
53,MAT,KHAN,2023-10-09,1
54,MAT,KHAN,2024-04-24,3
55,MAT,KHAN,2024-02-14,2
56,MAT,KHAN,2023-10-26,3
57,MAT,KHAN,2024-02-29,2
58,MAT,KHAN,2024-04-17,1
59,MAT,KHAN,2024-02-17,3
60,MAT,KHAN,2024-04-20,2
61,MAT,KHAN,2024-06-15,1
62,MAT,KHAN,2023-11-15,2
63,MAT,KHAN,2023-10-28,1
64,MAT,KHAN,2024-01-29,2
65,MAT,KHAN,2024-05-11,3
66,MAT,KHAN,2024-01-12,2
67,MAT,KHAN,2024-03-05,2
68,MAT,KHAN,2024-01-01,2
69,MAT,KHAN,2024-02-06,2
70,MAT,KHAN,2023-12-18,3
71,MAT,KHAN,2023-11-30,1
72,MAT,KHAN,2024-06-16,3
73,MAT,KHAN,2024-04-16,3
74,MAT,KHAN,2024-04-05,3
75,MAT,KHAN,2024-03-21,3
76,MAT,KHAN,2024-03-08,2
77,MAT,KHAN,2023-11-21,2
78,MAT,KHAN,2023-12-16,3
79,MAT,KHAN,2024-01-18,1
80,MAT,KHAN,2024-05-19,1
81,MAT,KHAN,2024-05-17,2
82,MAT,KHAN,2024-01-04,3
83,MAT,KHAN,2024-05-23,2
84,MAT,KHAN,2024-01-26,1
85,MAT,KHAN,2024-03-10,3
86,MAT,KHAN,2024-01-18,2
87,MAT,KHAN,2024-05-22,1
88,MAT,KHAN,2023-12-16,3
89,MAT,KHAN,2024-01-27,3
90,MAT,KHAN,2023-11-16,2
91,MAT,KHAN,2024-05-26,3
92,MAT,KHAN,2024-01-18,3
93,MAT,KHAN,2023-12-08,3
94,MAT,KHAN,2024-06-13,2
95,MAT,KHAN,2024-06-13,1
96,MAT,KHAN,2024-06-08,3
97,MAT,KHAN,2024-05-27,3
98,MAT,KHAN,2023-12-10,3
99,MAT,KHAN,2023-12-14,3
100,MAT,KHAN,2024-01-20,1
101,MAT,KHAN,2024-04-23,1
102,MAT,KHAN,2024-03-05,3
103,MAT,KHAN,2023-12-09,1
104,MAT,KHAN,2024-01-31,3
105,MAT,KHAN,2024-04-06,2
106,MAT,KHAN,2024-01-30,3
107,MAT,KHAN,2023-11-24,3
108,MAT,KHAN,2024-05-04,3
109,MAT,KHAN,2024-02-05,2
110,MAT,KHAN,2024-03-29,3
111,MAT,KHAN,2023-12-19,1
112,MAT,KHAN,2024-05-22,1
113,MAT,KHAN,2024-05-17,3
114,MAT,KHAN,2024-03-30,1
115,MAT,KHAN,2024-05-24,3
116,MAT,KHAN,2023-10-14,3
117,MAT,KHAN,2023-11-02,2
118,MAT,KHAN,2024-05-30,2
119,MAT,KHAN,2024-03-13,2
120,MAT,KHAN,2023-12-14,3
121,MAT,KHAN,2023-10-19,1
122,MAT,KHAN,2024-04-15,3
123,MAT,KHAN,2023-12-10,2
124,MAT,KHAN,2024-03-30,3
125,MAT,KHAN,2024-03-22,3
126,MAT,KHAN,2024-02-23,2
127,MAT,KHAN,2023-10-15,3
128,MAT,KHAN,2023-10-28,1
129,MAT,KHAN,2023-10-18,1
130,MAT,KHAN,2024-03-09,3
131,MAT,KHAN,2024-03-22,3
1338,MAT,KHAN,2024-01-20,1
1339,MAT,KHAN,2024-01-31,1
1340,MAT,KHAN,2024-01-30,2
132,MAT,KHAN,2023-12-26,3
133,MAT,KHAN,2024-05-22,1
134,MAT,KHAN,2023-11-24,3
135,MAT,KHAN,2023-10-28,2
136,MAT,KHAN,2024-02-15,1
137,MAT,KHAN,2024-02-28,1
138,MAT,KHAN,2023-12-23,3
139,MAT,KHAN,2024-03-12,1
140,MAT,KHAN,2023-11-04,2
141,MAT,KHAN,2024-05-01,1
142,MAT,KHAN,2023-12-11,1
143,MAT,KHAN,2024-05-16,2
144,MAT,KHAN,2024-05-21,1
145,MAT,KHAN,2024-04-13,1
146,MAT,KHAN,2023-10-19,1
147,MAT,KHAN,2024-02-28,2
148,MAT,KHAN,2024-02-27,2
149,MAT,KHAN,2024-05-17,3
150,MAT,KHAN,2023-10-14,3
